TaskId,Name,Description,DifficaltyLvl,TypeId
524,ut blandit,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,22.12,5
525,porta volutpat erat quisque erat,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,30.07,6
526,vulputate elementum nullam varius,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,44.51,10
527,orci luctus et ultrices,eget eros elementum pellentesque quisque,66.81,4
528,suspendisse,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,16.7,10
529,eros viverra eget congue,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,38.76,10
530,justo,sodales sed tincidunt,75.66,6
531,amet,mauris non ligula pellentesque,66.69,9
532,erat tortor sollicitudin mi sit,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,43.24,2
533,nunc donec quis orci eget,aliquam convallis nunc proin at turpis a pede posuere nonummy,63.67,4
534,vitae nisi nam,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,51.49,8
535,nibh in,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,97.03,5
536,massa donec,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,79.29,1
537,aenean sit amet,lacus morbi quis tortor id nulla ultrices,76.28,6
538,augue vel accumsan tellus nisi,elementum in hac,96.31,4
539,dapibus dolor,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,96.66,3
540,quis orci eget orci vehicula,duis bibendum morbi,36.67,4
541,laoreet ut rhoncus aliquet,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,19.82,7
542,pretium iaculis justo,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,68.34,4
543,enim blandit mi in porttitor,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,37.37,7
544,dictumst maecenas ut massa,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,56.71,10
545,libero,pede ac diam cras pellentesque volutpat,80.61,6
546,cubilia curae nulla dapibus dolor,sem duis aliquam convallis nunc proin at,93.15,3
547,maecenas tincidunt lacus,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,90.02,7
548,leo odio porttitor,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,20.52,2
549,vitae nisl aenean,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,94.42,9
550,risus,pharetra,77.37,3
551,erat tortor sollicitudin mi sit,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,35.14,7
552,diam in magna bibendum,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,87.95,10
553,vestibulum eget,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,44.07,2
554,nulla pede ullamcorper augue,eget semper rutrum nulla nunc,95.04,1
555,nulla suscipit ligula in lacus,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,20.83,8
556,tortor duis mattis egestas metus,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,45.23,8
557,quis,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,28.12,9
558,tristique fusce congue,amet lobortis sapien sapien non mi,6.31,1
559,leo odio condimentum id luctus,dis,90.87,10
560,phasellus id,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,33.17,8
561,dui vel nisl,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,12.03,4
562,velit id pretium iaculis,neque duis bibendum morbi non quam nec,11.51,8
563,diam,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,22.67,2
564,ante,dui proin leo odio porttitor id consequat,5.45,4
565,rutrum at lorem integer,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,99.85,4
566,est lacinia nisi venenatis,augue vestibulum rutrum rutrum neque,55.78,7
567,lorem,vivamus vel nulla eget eros elementum,90.13,5
568,est,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,61.05,3
569,ornare imperdiet sapien urna pretium,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,70.43,8
570,sem sed sagittis nam congue,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,19.38,2
571,consectetuer adipiscing elit proin interdum,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,23.84,4
572,nunc nisl duis bibendum felis,ante ipsum,97.06,8
573,fringilla rhoncus,mi pede malesuada in imperdiet et commodo,78.96,6
574,duis mattis,mauris sit amet eros suspendisse accumsan tortor quis turpis sed,2.57,4
575,nunc viverra,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,50.97,6
576,cursus urna ut tellus nulla,justo,24.38,2
577,in eleifend quam a odio,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,56.77,8
578,at turpis donec posuere metus,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,59.31,10
579,cum,tortor,73.15,10
580,lacinia nisi venenatis tristique,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,28.4,8
581,pede,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,3.0,2
582,sit amet eros suspendisse,nulla nisl nunc nisl,24.1,9
583,rhoncus aliquam lacus morbi,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,94.6,3
584,nisl nunc rhoncus dui vel,venenatis tristique fusce congue,1.74,4
585,euismod scelerisque,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,79.41,9
586,quam turpis adipiscing lorem vitae,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,22.72,10
587,fusce posuere felis,convallis,22.94,5
588,lectus,maecenas tincidunt lacus at,72.46,2
589,cubilia curae mauris viverra,ligula sit amet eleifend pede libero,83.12,1
590,orci luctus et ultrices,tortor sollicitudin mi sit amet lobortis sapien sapien non mi,84.91,2
591,volutpat,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,20.88,9
592,mi pede malesuada,sagittis nam congue risus semper porta volutpat quam pede lobortis,55.41,5
593,suscipit ligula,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,10.63,5
594,rutrum at lorem integer tincidunt,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,58.82,5
595,curabitur at ipsum,id,17.16,3
596,amet consectetuer adipiscing,mauris vulputate elementum nullam varius,35.68,8
597,id nisl,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,20.16,6
598,lacus,nullam orci pede,92.01,9
599,condimentum neque sapien,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,99.55,8
600,erat fermentum justo,eget orci vehicula condimentum curabitur,27.34,1
601,massa volutpat convallis morbi odio,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,90.31,4
602,sapien arcu sed augue,in faucibus,8.89,5
603,adipiscing elit proin risus,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,21.85,4
604,lacinia,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,99.69,10
605,congue risus semper porta,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,34.58,7
606,ultrices phasellus,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,49.27,6
607,curae duis faucibus accumsan odio,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,97.63,4
608,sed sagittis,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,54.92,6
609,ante ipsum primis,tempor convallis nulla neque libero convallis eget eleifend luctus,24.33,4
610,vel,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,35.82,8
611,elit proin,quis odio consequat,53.53,4
612,lobortis,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,43.9,7
613,at,augue a suscipit nulla elit ac nulla sed vel enim,71.31,8
614,rutrum nulla tellus,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,77.68,10
615,maecenas leo odio,id lobortis convallis tortor risus dapibus augue vel,93.99,3
616,accumsan,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,54.98,9
617,ipsum dolor sit,hendrerit at vulputate vitae nisl aenean lectus,80.89,3
618,ut nunc vestibulum ante,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,91.71,1
619,et commodo vulputate justo in,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,56.86,5
620,pellentesque volutpat dui,vehicula condimentum curabitur,6.27,8
621,semper,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,25.63,9
622,duis faucibus accumsan odio,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,72.61,3
623,donec odio justo sollicitudin,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,51.32,3
624,aliquet at,enim,70.12,1
625,viverra pede ac,sit,86.11,2
626,mauris non ligula pellentesque ultrices,justo morbi ut odio cras mi pede malesuada in,84.04,1
627,arcu sed,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,97.46,9
628,est,dis parturient montes nascetur,7.26,6
629,at dolor quis odio consequat,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,81.29,1
630,auctor sed tristique,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,63.78,5
631,elit,nibh in,25.04,3
632,aliquet pulvinar sed,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,28.48,3
633,nascetur ridiculus mus,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,39.97,6
634,odio elementum eu,ridiculus mus etiam vel augue vestibulum,82.32,6
635,est,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,8.29,10
636,nulla,integer aliquet massa id lobortis convallis tortor,75.47,7
637,mauris eget massa,ac nibh fusce lacus purus aliquet at feugiat non pretium,6.61,3
638,porta volutpat erat quisque erat,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,95.55,3
639,luctus et ultrices posuere,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,9.15,5
640,sodales scelerisque mauris,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,64.43,10
641,fusce posuere,ut at dolor quis,18.79,8
642,suspendisse potenti in eleifend,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,55.18,4
643,amet sapien dignissim,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,31.16,5
644,duis,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,89.27,5
645,odio porttitor id,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,11.93,10
646,ultrices phasellus id sapien in,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,18.12,3
647,ante,turpis sed,47.41,8
648,vestibulum velit id,nunc,77.73,10
649,volutpat eleifend donec ut dolor,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,73.54,4
650,sed augue aliquam,lorem vitae mattis nibh ligula nec sem,47.02,3
651,aenean lectus,quam pede lobortis ligula sit amet eleifend,28.17,7
652,amet,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,49.09,10
653,nibh in hac habitasse,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,20.94,6
654,luctus et,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,40.43,8
655,adipiscing molestie hendrerit,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,90.69,7
656,turpis eget,vulputate ut ultrices,97.65,5
657,vel accumsan tellus nisi,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,96.15,7
658,purus aliquet,ipsum integer a nibh in quis justo maecenas rhoncus,30.8,9
659,pellentesque at,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,17.11,6
660,turpis,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,87.49,9
661,tristique tortor,quam suspendisse potenti nullam porttitor lacus at,18.39,10
662,lacus morbi quis tortor,fusce posuere felis sed lacus morbi sem mauris,56.66,6
663,enim in,orci luctus,62.06,1
664,lorem,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,77.63,8
665,quis odio,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,37.72,10
666,nulla,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,39.31,7
667,tempor turpis nec euismod scelerisque,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,78.95,5
668,elementum,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,48.76,3
669,leo odio condimentum id,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,58.57,8
670,luctus tincidunt,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,79.75,3
671,ornare,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,43.0,2
672,non sodales sed,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,60.82,3
673,nulla,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,48.7,8
674,diam id ornare imperdiet,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,3.57,9
675,sociis natoque,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,20.65,4
676,venenatis lacinia aenean sit,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,73.33,5
677,donec dapibus duis at,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,13.27,4
678,lectus vestibulum,donec pharetra magna vestibulum aliquet,6.77,8
679,bibendum felis sed interdum,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,49.59,8
680,hac habitasse,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,2.62,7
681,morbi quis tortor id nulla,sapien sapien non mi,30.12,8
682,vehicula condimentum,nulla eget,58.17,6
683,volutpat dui maecenas tristique,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,48.86,2
684,sapien a libero nam dui,arcu,32.12,2
685,quis turpis eget elit sodales,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,43.08,3
686,posuere,sit amet lobortis,6.4,9
687,lacinia nisi venenatis,non sodales sed tincidunt eu,36.24,10
688,orci nullam,ut odio cras mi pede malesuada in imperdiet et commodo,86.66,3
689,porta,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,58.86,8
690,vestibulum ante,ultricies eu nibh,5.71,4
691,fusce congue diam,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,5.53,8
692,aliquet pulvinar,condimentum id luctus nec molestie sed justo,73.41,2
693,pede justo lacinia,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,91.31,7
694,hac habitasse platea dictumst,congue eget semper rutrum nulla nunc purus phasellus in felis,84.68,9
695,sed nisl nunc rhoncus dui,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,25.78,1
696,purus aliquet at,etiam justo etiam pretium,64.22,9
697,morbi,neque sapien placerat ante nulla justo aliquam,12.15,9
698,in tempor,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,90.1,7
699,in,est,6.55,4
700,vestibulum ante ipsum primis in,sapien,9.63,4
701,ridiculus mus etiam vel,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,4.91,7
702,sociis natoque penatibus,nisl duis bibendum felis sed interdum venenatis turpis,25.32,9
703,nulla,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,42.28,8
704,nulla elit,ut suscipit a feugiat,13.04,1
705,in faucibus orci luctus,hac habitasse platea dictumst aliquam augue quam sollicitudin,61.46,9
706,duis,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,97.29,8
707,sapien arcu sed augue aliquam,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,48.61,8
708,non,sagittis,37.4,9
709,integer ac leo pellentesque,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,42.52,8
710,ut ultrices vel augue vestibulum,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,9.1,5
711,condimentum neque,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,88.45,4
712,ultrices erat,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,62.03,5
713,tempus vel pede morbi,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,33.8,2
714,sit amet,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,4.62,5
715,et tempus,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,63.18,1
716,justo morbi ut odio cras,duis bibendum felis sed interdum venenatis turpis,74.97,10
717,libero nam dui proin leo,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,72.33,9
718,ridiculus mus etiam vel,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,24.29,9
719,sit amet turpis,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,83.29,4
720,ipsum dolor sit,lobortis vel dapibus at diam nam,64.97,7
721,eu felis,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,30.17,1
722,eget vulputate,ultrices,43.77,9
723,cubilia curae duis faucibus,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,90.06,3
724,aliquam non mauris,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,3.13,9
725,mauris laoreet ut rhoncus,varius nulla facilisi cras non,46.35,9
726,pede lobortis ligula sit amet,natoque penatibus et magnis dis parturient montes nascetur ridiculus,24.91,5
727,tincidunt,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,32.42,9
728,pulvinar lobortis est phasellus sit,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,26.79,4
729,sapien cursus vestibulum proin,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,99.43,4
730,magna vulputate luctus cum,nisi vulputate nonummy maecenas tincidunt lacus at,62.67,6
731,eleifend pede libero quis,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,14.27,4
732,id lobortis convallis,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,59.26,6
733,mattis egestas,dui luctus rutrum nulla tellus in,85.12,7
734,nulla quisque,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,96.08,1
735,dapibus dolor vel est,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,23.5,4
736,lectus,interdum venenatis turpis enim blandit mi in porttitor pede,91.84,1
737,dui proin leo odio,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,8.14,8
738,tellus,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,5.8,7
739,malesuada in imperdiet et,libero convallis eget eleifend luctus ultricies eu nibh,44.23,10
740,interdum,velit vivamus vel nulla eget eros elementum pellentesque quisque,15.86,6
741,nonummy integer non velit donec,velit eu est congue,57.72,4
742,non lectus,elit proin,41.03,7
743,primis in faucibus orci luctus,tristique,23.4,1
744,aliquam convallis nunc proin,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,55.69,7
745,augue vestibulum ante ipsum,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,39.36,6
746,tortor quis turpis,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,52.2,1
747,sit amet,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,28.27,1
748,ut,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,60.18,10
749,cras non velit nec,donec posuere metus vitae ipsum aliquam non mauris morbi,52.83,9
750,vel augue,in felis,78.91,6
751,donec dapibus duis at,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,81.11,8
752,ut tellus,diam cras pellentesque volutpat dui maecenas tristique est,48.95,7
753,rutrum,orci eget orci vehicula condimentum curabitur in libero ut,34.56,7
754,viverra eget congue,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,1.6,5
755,purus,sapien arcu sed,43.31,10
756,dolor sit amet,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,77.51,1
757,duis at velit,non interdum in ante vestibulum ante ipsum primis in faucibus orci,17.08,3
758,aliquam erat volutpat in,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,83.4,8
759,cursus,semper interdum mauris,73.74,9
760,odio cras mi,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,75.45,6
761,eu,enim lorem ipsum dolor sit amet consectetuer adipiscing elit,40.65,6
762,venenatis non sodales,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,80.51,2
763,sapien varius ut blandit non,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,50.0,5
764,platea dictumst morbi,purus phasellus,61.32,4
765,enim lorem ipsum,gravida nisi at nibh in hac habitasse platea,75.94,8
766,sit amet,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,42.94,2
767,tortor,nibh,2.43,7
768,diam cras pellentesque volutpat dui,elit proin risus,70.72,4
769,ut ultrices,aliquet massa id lobortis convallis tortor,31.77,8
770,proin,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,44.21,5
771,bibendum,pretium quis lectus suspendisse potenti,72.37,7
772,bibendum,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,30.5,9
773,faucibus orci luctus et ultrices,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,67.83,2
774,nulla,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,89.6,7
775,diam cras,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,99.75,3
776,in,id ligula suspendisse ornare consequat lectus in est risus auctor,93.97,2
777,quam sapien,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,96.08,1
778,ipsum,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,14.87,4
779,mi in porttitor,risus semper porta volutpat quam pede lobortis ligula sit,90.63,9
780,risus praesent lectus,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,99.98,2
781,amet eleifend pede libero quis,vel est donec odio justo sollicitudin ut suscipit a,81.59,10
782,vel sem sed,euismod,41.47,2
783,mauris sit amet eros suspendisse,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,17.64,6
784,aliquam erat,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,16.13,10
785,at feugiat non pretium quis,in,65.1,2
786,velit vivamus vel,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,19.52,7
